Entry	Reviewed	Cofactor	EC number	Organism (ID)
C4M6T2	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_03144}; Note=Binds 2 manganese ions per subunit. {ECO:0000255|HAMAP-Rule:MF_03144};	6.5.1.8	294381
C4M6U3	reviewed		3.6.5.-	294381
C4QCD2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	6183
C4R432	reviewed		3.6.5.-	644223
C4R8E8	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	644223
C4Y2Z9	reviewed		3.6.5.-	306902
C4Y8M4	reviewed		3.6.5.-	306902
C4YDI6	reviewed			294748
C4YIT6	reviewed		3.6.5.-	294748
C4Z541	reviewed		3.6.5.n1	515620
C4Z9E3	reviewed		3.6.5.n1	515619
C4ZEV1	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	515619
C4ZR54	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	595496
C4ZTX2	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00179}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00179};	3.5.4.25	595496
C4ZU03	reviewed		3.5.4.16	595496
C4ZXV3	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01225}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000255|HAMAP-Rule:MF_01225};	4.1.99.22	595496
C4ZYI9	reviewed			595496
C4ZYJ2	reviewed		3.6.5.n1	595496
C4ZYY4	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00379}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00379};	3.6.-.-	595496
C4ZZQ5	reviewed		2.7.7.4	595496
C5A1F5	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	595496
C5A3C9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	593117
C5A5E2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	593117
C5A6P6	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01218}; Note=Binds 1 Mg(2+) ion per subunit. The magnesium is bound as Mg-PRPP. {ECO:0000255|HAMAP-Rule:MF_01218};	2.4.2.9	593117
C5B7H2	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01225}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000255|HAMAP-Rule:MF_01225};	4.1.99.22	634503
C5BAI0	reviewed		3.6.5.n1	634503
C5BCL9	reviewed		3.5.4.16	634503
C5BL73	reviewed		3.5.4.16	377629
C5BRH0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	377629
C5BRN3	reviewed		3.6.5.n1	377629
C5BS80	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00179}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00179};	3.5.4.25	377629
C5BSJ5	reviewed		2.7.7.4	377629
C5C333	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	471853
C5C8H9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	465515
C5CCD4	reviewed		3.6.5.n1	465515
C5CSF2	reviewed		3.6.5.n1	543728
C5CSN3	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	543728
C5CXH7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	543728
C5D3E8	reviewed		3.5.4.16	471223
C5D754	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	471223
C5D8S1	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	471223
C5D9W9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	471223
C5DD42	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	559295
C5DEL5	reviewed		3.6.5.-	559295
C5DN84	reviewed		3.6.5.-	559295
C5DTA7	reviewed		3.6.5.-	559307
C5DWG7	reviewed		3.6.5.-	559307
C5DYR7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	559307
C5FC83	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	554155
C5FJT2	reviewed		3.6.5.-	554155
C5FMX6	reviewed		3.6.5.-	554155
C5GA45	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	559297
C5GMK3	reviewed		3.6.5.-	559297
C5GRI9	reviewed		3.6.5.-	559297
C5JKJ6	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	559298
C5JRK2	reviewed		3.6.5.-	559298
C5K3E1	reviewed		3.6.5.-	559298
C5M6K8	reviewed		3.6.5.-	294747
C5MBF2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	294747
C5MCD3	reviewed		3.6.5.-	294747
C5PAD0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	222929
C5PCH4	reviewed		3.6.5.-	222929
C5WNV2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	4558
C5WVW2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	4558
C5Z3W1	reviewed		3.6.5.-	4558
C6A0S4	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_00452}; Note=Binds 1 Mn(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00452};	4.1.1.32	604354
C6A270	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	604354
C6A2P7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	604354
C6A3U9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01218}; Note=Binds 1 Mg(2+) ion per subunit. The magnesium is bound as Mg-PRPP. {ECO:0000255|HAMAP-Rule:MF_01218};	2.4.2.9	604354
C6BRT2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	526222
C6BST2	reviewed		3.6.5.n1	526222
C6C060	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01225}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000255|HAMAP-Rule:MF_01225};	4.1.99.22	526222
C6DC02	reviewed		3.6.5.n1	561230
C6DEM6	reviewed		3.5.4.16	561230
C6DFJ2	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	561230
C6DFN0	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	561230
C6DK97	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00379}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00379};	3.6.-.-	561230
C6DZ67	reviewed		3.6.5.n1	443144
C6DZQ7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	443144
C6E2H7	reviewed			443144
C6HBB1	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	544712
C6HPI9	reviewed		3.6.5.-	544712
C7GPD7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	574961
C7LZP1	reviewed			525909
C7Z193	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	660122
C7ZA26	reviewed		3.6.5.-	660122
C8VPJ1	reviewed		3.6.5.-	227321
C8ZDQ3	reviewed		3.6.5.-	643680
C8ZG13	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	643680
D0A6J7	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	679716
D0NKK0	reviewed		3.6.5.-	403677
D0NVH9	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	403677
D1ZET3	reviewed		3.6.5.-	771870
D1ZRH0	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	771870
D2GU20	reviewed			9646
D2VRR7	reviewed		3.6.5.-	5762
D4A7C0	reviewed			10116
D4GQ67	reviewed			309800
D4GTC1	reviewed			309800
D4GU26	reviewed			309800
D4GU81	reviewed			309800
D4GW48	reviewed			309800
D4GYW6	reviewed			309800
D5EID4	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|PROSITE-ProRule:PRU01266};	4.2.-.-	583355
E0ZS47	reviewed			39946
F1QGW6	reviewed		3.6.5.3	7955
F4HSD4	reviewed			3702
F4HT21	reviewed			3702
F4HTL8	reviewed			3702
F4IW10	reviewed			3702
F4IZ82	reviewed			3702
F8SJR0	reviewed		3.6.5.-	998086
G3X987	reviewed			10090
G5E8F4	reviewed		2.7.7.30	10090
H2K888	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:20981366}; Note=Can also use Mn(2+) and Co(2+). {ECO:0000269|PubMed:20981366};	2.7.7.91	1133850
I1K0K6	reviewed			3847
I1RMF2	reviewed			229533
I3R636	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};	2.7.7.77	523841
J9VR81	reviewed		3.6.5.3	235443
O04369	reviewed			34305
O04386	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		51695
O04834	reviewed			3702
O05197	reviewed			28131
O06084	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_00452}; Note=Binds 1 Mn(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00452};	4.1.1.32	272631
O06866	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	1140
O07347	reviewed			271
O08315	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00179}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00179};	3.5.4.25	85962
O08398	reviewed			243274
O08439	reviewed			226185
O08458	reviewed			1354
O08466	reviewed			242619
O13315	reviewed			242507
O13867	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Note=Binds 1 Mg(2+) ion per subunit. The magnesium is bound as Mg-PRPP. {ECO:0000250};	2.4.2.9	284812
O13869	reviewed		3.6.5.-	284812
O13876	reviewed			284812
O13950	reviewed			284812
O14236	reviewed			284812
O14438	reviewed			120017
O14443	reviewed		3.6.5.-	284812
O15821	reviewed			5759
O15975	reviewed			6573
O15976	reviewed			6573
O16118	reviewed			6706
O17449	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		7130
O21245	reviewed			48483
O23561	reviewed			3702
O23657	reviewed			3702
O23755	reviewed			161934
O23778	reviewed		3.6.5.2	4058
O24310	reviewed			3888
O24534	reviewed			3906
O24578	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03125}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_03125};	6.3.4.4	4577
O24756	reviewed			467705
O25074	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01454};	3.6.5.-	85962
O25122	reviewed		3.6.5.n1	85962
O25225	reviewed		3.6.5.-	85962
O25396	reviewed			85962
O25613	reviewed		3.5.4.16	85962
O25711	reviewed		3.6.1.-	85962
O25991	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00379}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00379};	3.6.-.-	85962
O26246	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	187420
O26361	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00119};	3.6.5.3	187420
O26712	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	187420
O27098	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01258}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01258}; Note=Binds 2 divalent metal cations per subunit. The ions could be magnesium and/or manganese. {ECO:0000255|HAMAP-Rule:MF_01258}; COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_01258}; Note=Monovalent cation. The ion could be potassium. {ECO:0000255|HAMAP-Rule:MF_01258};	6.3.2.31; 6.3.2.34	187420
O27593	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01225}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000255|HAMAP-Rule:MF_01225};	4.1.99.22	187420
O27634	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:O59245}; Note=Binds 2 manganese ions per subunit. {ECO:0000250|UniProtKB:O59245};	6.5.1.8	187420
O28273	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01225}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000255|HAMAP-Rule:MF_01225};	4.1.99.22	224325
O29399	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:O59245}; Note=Binds 2 manganese ions per subunit. {ECO:0000250|UniProtKB:O59245};	6.5.1.8	224325
O29417	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	224325
O29633	reviewed			224325
O29663	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00119};	3.6.5.3	224325
O29766	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion per subunit. {ECO:0000250};	3.5.4.25	224325
O30391	reviewed			135720
O30549	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	316
O30992	reviewed			358
O31047	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	634503
O31297	reviewed			107806
O31298	reviewed			198804
O31314	reviewed			774
O31701	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	224308
O33013	reviewed			272631
O33581	reviewed		2.7.7.4	398
O42785	reviewed		3.6.5.2	5466
O42786	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		64363
O42816	reviewed			5476
O42819	reviewed			284593
O42820	reviewed			5334
O42906	reviewed		3.6.5.-	284812
O43032	reviewed			284812
O43824	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|PROSITE-ProRule:PRU01042};		9606
O44388	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		36087
O45379	reviewed			6239
O48649	reviewed		3.6.5.2	72444
O48920	reviewed			3917
O49068	reviewed			39947
O49169	reviewed			3983
O49513	reviewed			3702
O50306	reviewed			1422
O51115	reviewed		3.6.5.n1	224326
O51126	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820};	3.6.1.-	224326
O51604	reviewed			224326
O51722	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01454};	3.6.5.-	224326
O51830	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00379}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00379};	3.6.-.-	98795
O52177	reviewed		2.7.6.5	34
O57854	reviewed	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01225}; Note=Binds 2 [4Fe-4S] clusters. Binds 1 [4Fe-4S] cluster coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine and 1 [4Fe-4S] cluster coordinated with 3 cysteines and the GTP-derived substrate. {ECO:0000255|HAMAP-Rule:MF_01225};	4.1.99.22	70601
O58050	reviewed	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_00452}; Note=Binds 1 Mn(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00452};	4.1.1.32	70601
O58187	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};	6.3.4.4	70601
O58708	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00316};	2.7.7.77	70601
O59410	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00119};	3.6.5.3	70601
O59521	reviewed			70601
O59683	reviewed			284812
O59781	reviewed		3.6.5.-	284812
O59837	reviewed	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P68363};		4785
O59949	reviewed			284591
O60064	reviewed		2.7.7.13	284812
O61573	reviewed		3.5.4.16	6317
O64937	reviewed			39947
O66429	reviewed			224324
O66555	reviewed	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01820, ECO:0000269|Ref.2}; Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01820, ECO:0000269|Ref.2};	3.6.1.-	224324
O66603	reviewed		3.5.4.16	224324
O66809	reviewed			224324
O67030	reviewed	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000255|HAMAP-Rule:MF_00379}; Note=Binds 1 potassium ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00379};	3.6.-.-	224324
O67066	reviewed			224324
